ID,Order Date,Class,Region,Sub-Category,Sales
4615,05/09/2017,Стандарт,Урал,Appliances,16856.49
4616,05/09/2017,Стандарт,Урал,Fasteners,39818.09
4945,05/09/2017,Первый класс,Калиниград,Paper,7135.187
4946,05/09/2017,Первый класс,Калиниград,Binders,7445.161
4947,05/09/2017,Первый класс,Калиниград,Fasteners,32552.14
5382,05/09/2017,Второй класс,Урал,Paper,43141.79
5383,05/09/2017,Второй класс,Урал,Fasteners,10588.3
5384,05/09/2017,Второй класс,Урал,Paper,44622.18
5880,05/09/2017,Стандарт,Владивосток,Paper,11610.59
6777,05/09/2017,Стандарт,Урал,Storage,4831.738
6876,05/09/2017,Стандарт,Москва,Labels,28650.48
6877,05/09/2017,Стандарт,Москва,Tables,12778.45
7071,05/09/2017,Второй класс,Урал,Paper,40798.88
7522,05/09/2017,Стандарт,Владивосток,Binders,34340.8
7523,05/09/2017,Стандарт,Владивосток,Binders,44775.04
7524,05/09/2017,Стандарт,Владивосток,Chairs,82924.22
7550,05/09/2017,Первый класс,Урал,Furnishings,26928.29
7591,05/09/2017,Стандарт,Владивосток,Furnishings,22496.1
7592,05/09/2017,Стандарт,Владивосток,Chairs,31465.8
7593,05/09/2017,Стандарт,Владивосток,Art,41633.85
7594,05/09/2017,Стандарт,Владивосток,Chairs,21288.94
9142,05/09/2017,Первый класс,Владивосток,Phones,34278.82
3788,04/09/2017,Стандарт,Урал,Art,13171.21
3789,04/09/2017,Стандарт,Урал,Art,-37996.981
5331,04/09/2017,Стандарт,Владивосток,Furnishings,6536.135
5332,04/09/2017,Стандарт,Владивосток,Binders,12173.16
5333,04/09/2017,Стандарт,Владивосток,Supplies,30366.45
5807,04/09/2017,Второй класс,Москва,Paper,20785.97
5808,04/09/2017,Второй класс,Москва,Appliances,28510.08
5809,04/09/2017,Второй класс,Москва,Art,8108.954
6037,04/09/2017,Стандарт,Москва,Furnishings,9589.001
6038,04/09/2017,Стандарт,Москва,Binders,27962.87
6039,04/09/2017,Стандарт,Москва,Storage,11648.72
6040,04/09/2017,Стандарт,Москва,Art,10977.59
8737,04/09/2017,Стандарт,Урал,Storage,38009.16
9073,04/09/2017,Стандарт,Урал,Envelopes,42348.78
9074,04/09/2017,Стандарт,Урал,Accessories,-28169.989999999998
9602,04/09/2017,Стандарт,Москва,Paper,36967.85
870,03/09/2017,Первый класс,Владивосток,Binders,19035.88
871,03/09/2017,Первый класс,Владивосток,Phones,36373.49
1382,03/09/2017,Стандарт,Урал,Furnishings,26168.14
2160,03/09/2017,Стандарт,Урал,Binders,13977.63
2283,03/09/2017,Первый класс,Владивосток,Paper,38281.92
2772,03/09/2017,Стандарт,Урал,Storage,37609.59
5354,03/09/2017,Первый класс,Москва,Binders,11198.75
6779,03/09/2017,Второй класс,Владивосток,Bookcases,26954.79
6780,03/09/2017,Второй класс,Владивосток,Furnishings,6554.866
6781,03/09/2017,Второй класс,Владивосток,Binders,6199.149
6782,03/09/2017,Второй класс,Владивосток,Labels,38029.41
7563,03/09/2017,Стандарт,Урал,Bookcases,41673.33
8660,03/09/2017,Стандарт,Владивосток,Paper,35610.54
1408,02/09/2017,Стандарт,Владивосток,Art,25768.96
1409,02/09/2017,Стандарт,Владивосток,Furnishings,19619.11
3416,02/09/2017,Same Day,Урал,Fasteners,14684.28
3417,02/09/2017,Same Day,Урал,Binders,21254.13
5429,02/09/2017,Первый класс,Калиниград,Storage,40544.0
6763,02/09/2017,Стандарт,Урал,Labels,38160.34
6764,02/09/2017,Стандарт,Урал,Storage,17442.75
6765,02/09/2017,Стандарт,Урал,Machines,11148.78
6937,02/09/2017,Первый класс,Урал,Furnishings,12377.58
7078,02/09/2017,Стандарт,Москва,Binders,39723.91
7079,02/09/2017,Стандарт,Москва,Appliances,37263.49
7080,02/09/2017,Стандарт,Москва,Art,25991.45
7081,02/09/2017,Стандарт,Москва,Tables,17348.23
7082,02/09/2017,Стандарт,Москва,Accessories,32406.75
7083,02/09/2017,Стандарт,Москва,Binders,14091.88
8179,02/09/2017,Стандарт,Калиниград,Copiers,38552.29
8679,02/09/2017,Второй класс,Урал,Binders,29173.24
8680,02/09/2017,Второй класс,Урал,Accessories,31509.58
9069,02/09/2017,Второй класс,Калиниград,Chairs,43245.73
9070,02/09/2017,Второй класс,Калиниград,Envelopes,2912.732
9233,02/09/2017,Стандарт,Калиниград,Furnishings,18815.42
9234,02/09/2017,Стандарт,Калиниград,Storage,31900.83
9235,02/09/2017,Стандарт,Калиниград,Phones,15776.52
9236,02/09/2017,Стандарт,Калиниград,Art,26861.55
9237,02/09/2017,Стандарт,Калиниград,Tables,39982.52
9238,02/09/2017,Стандарт,Калиниград,Binders,20646.44
350,01/09/2017,Первый класс,Владивосток,Accessories,31799.13
351,01/09/2017,Первый класс,Владивосток,Paper,4877.066
352,01/09/2017,Первый класс,Владивосток,Binders,40125.38
353,01/09/2017,Первый класс,Владивосток,Paper,24968.01
354,01/09/2017,Первый класс,Владивосток,Binders,7036.681
963,01/09/2017,Первый класс,Калиниград,Envelopes,32781.97
2143,01/09/2017,Стандарт,Владивосток,Paper,35576.43
2144,01/09/2017,Стандарт,Владивосток,Phones,42271.09
2145,01/09/2017,Стандарт,Владивосток,Fasteners,10806.89
6077,01/09/2017,Стандарт,Владивосток,Accessories,1579.95
6078,01/09/2017,Стандарт,Владивосток,Accessories,14180.41
6079,01/09/2017,Стандарт,Владивосток,Supplies,11282.06
6080,01/09/2017,Стандарт,Владивосток,Furnishings,6462.597
6983,01/09/2017,Стандарт,Урал,Binders,33527.83
6984,01/09/2017,Стандарт,Урал,Phones,1439.587
6985,01/09/2017,Стандарт,Урал,Appliances,43004.18
6986,01/09/2017,Стандарт,Урал,Binders,42420.82
6987,01/09/2017,Стандарт,Урал,Art,16913.98
6988,01/09/2017,Стандарт,Урал,Binders,10169.83
7482,01/09/2017,Второй класс,Калиниград,Envelopes,36938.18
5774,31/08/2017,Стандарт,Урал,Storage,22278.55
327,30/08/2017,Первый класс,Владивосток,Phones,38482.5
328,30/08/2017,Первый класс,Владивосток,Storage,26406.12
329,30/08/2017,Первый класс,Владивосток,Chairs,38222.12
330,30/08/2017,Первый класс,Владивосток,Labels,4016.506
331,30/08/2017,Первый класс,Владивосток,Binders,38048.87
6337,30/08/2017,Стандарт,Калиниград,Furnishings,32756.56
6338,30/08/2017,Стандарт,Калиниград,Phones,17494.95
100,29/08/2017,Стандарт,Урал,Paper,31152.94
101,29/08/2017,Стандарт,Урал,Accessories,20836.12
102,29/08/2017,Стандарт,Урал,Binders,28912.74
1176,29/08/2017,Стандарт,Владивосток,Supplies,36701.36
1242,29/08/2017,Стандарт,Владивосток,Phones,6092.057
4684,29/08/2017,Стандарт,Владивосток,Tables,1836.176
4685,29/08/2017,Стандарт,Владивосток,Bookcases,11497.52
4686,29/08/2017,Стандарт,Владивосток,Binders,32640.42
4687,29/08/2017,Стандарт,Владивосток,Fasteners,43626.89
2692,28/08/2017,Стандарт,Калиниград,Paper,44841.06
2693,28/08/2017,Стандарт,Калиниград,Phones,31175.94
4070,28/08/2017,Первый класс,Урал,Binders,6678.168
4071,28/08/2017,Первый класс,Урал,Binders,39263.89
4072,28/08/2017,Первый класс,Урал,Bookcases,38285.55
8426,28/08/2017,Первый класс,Владивосток,Binders,4825.301
743,27/08/2017,Стандарт,Урал,Supplies,18434.88
744,27/08/2017,Стандарт,Урал,Paper,44204.06
745,27/08/2017,Стандарт,Урал,Paper,10705.55
746,27/08/2017,Стандарт,Урал,Supplies,22482.7
3342,27/08/2017,Второй класс,Владивосток,Paper,44283.69
3343,27/08/2017,Второй класс,Владивосток,Tables,1003.457
3344,27/08/2017,Второй класс,Владивосток,Phones,31836.48
3345,27/08/2017,Второй класс,Владивосток,Paper,8802.426
3346,27/08/2017,Второй класс,Владивосток,Fasteners,43738.71
3347,27/08/2017,Второй класс,Владивосток,Binders,38315.51
5603,27/08/2017,Второй класс,Урал,Storage,33861.49
5604,27/08/2017,Второй класс,Урал,Paper,27684.48
7252,27/08/2017,Стандарт,Москва,Labels,43851.76
993,26/08/2017,Первый класс,Калиниград,Fasteners,27233.92
994,26/08/2017,Первый класс,Калиниград,Paper,16304.13
1463,26/08/2017,Первый класс,Урал,Accessories,16032.71
1464,26/08/2017,Первый класс,Урал,Chairs,17156.87
1870,26/08/2017,Второй класс,Калиниград,Paper,31672.44
2857,26/08/2017,Первый класс,Калиниград,Chairs,27383.55
3932,26/08/2017,Стандарт,Владивосток,Art,19803.17
3933,26/08/2017,Стандарт,Владивосток,Accessories,13282.29
4584,26/08/2017,Второй класс,Калиниград,Art,12124.95
5447,26/08/2017,Стандарт,Владивосток,Phones,16857.87
5448,26/08/2017,Стандарт,Владивосток,Accessories,38562.52
6695,26/08/2017,Стандарт,Урал,Accessories,36818.49
7703,26/08/2017,Стандарт,Урал,Paper,43748.06
7704,26/08/2017,Стандарт,Урал,Phones,30082.85
7705,26/08/2017,Стандарт,Урал,Tables,5788.548
7706,26/08/2017,Стандарт,Урал,Accessories,44115.49
7707,26/08/2017,Стандарт,Урал,Art,22320.41
8357,26/08/2017,Стандарт,Москва,Furnishings,2861.471
9311,26/08/2017,Стандарт,Владивосток,Binders,35645.7
9586,26/08/2017,Первый класс,Москва,Paper,29916.1
3017,23/08/2017,Стандарт,Урал,Storage,44904.11
3018,23/08/2017,Стандарт,Урал,Furnishings,19544.35
3019,23/08/2017,Стандарт,Урал,Accessories,44173.55
3113,23/08/2017,Стандарт,Калиниград,Machines,10925.09
3114,23/08/2017,Стандарт,Калиниград,Envelopes,31598.34
3115,23/08/2017,Стандарт,Калиниград,Paper,6588.334
3116,23/08/2017,Стандарт,Калиниград,Chairs,5252.504
3117,23/08/2017,Стандарт,Калиниград,Appliances,37903.34
3118,23/08/2017,Стандарт,Калиниград,Supplies,33005.73
5615,23/08/2017,Стандарт,Владивосток,Art,26036.97
5616,23/08/2017,Стандарт,Владивосток,Appliances,16038.75
5617,23/08/2017,Стандарт,Владивосток,Art,27271.36
7988,23/08/2017,Стандарт,Урал,Labels,28636.18
7989,23/08/2017,Стандарт,Урал,Labels,75933.96
7990,23/08/2017,Стандарт,Урал,Storage,21844.14
7991,23/08/2017,Стандарт,Урал,Accessories,9384.304
655,22/08/2017,Стандарт,Владивосток,Appliances,30350.8
656,22/08/2017,Стандарт,Владивосток,Binders,30765.86
657,22/08/2017,Стандарт,Владивосток,Envelopes,18313.24
4107,22/08/2017,Стандарт,Урал,Binders,22406.92
4900,22/08/2017,Стандарт,Калиниград,Binders,2924.709
7736,22/08/2017,Стандарт,Калиниград,Paper,10836.83
9023,22/08/2017,Первый класс,Калиниград,Furnishings,12235.53
9617,22/08/2017,Стандарт,Калиниград,Art,-11461.259999999998
5312,21/08/2017,Стандарт,Москва,Labels,17877.36
5313,21/08/2017,Стандарт,Москва,Supplies,9060.873
5630,21/08/2017,Второй класс,Владивосток,Tables,38165.36
6865,21/08/2017,Стандарт,Калиниград,Binders,36204.78
6866,21/08/2017,Стандарт,Калиниград,Phones,26755.71
6867,21/08/2017,Стандарт,Калиниград,Accessories,-5490.010000000002
6868,21/08/2017,Стандарт,Калиниград,Phones,31819.58
6869,21/08/2017,Стандарт,Калиниград,Tables,12203.3
6870,21/08/2017,Стандарт,Калиниград,Paper,15587.54
6871,21/08/2017,Стандарт,Калиниград,Paper,35941.1
8831,21/08/2017,Второй класс,Калиниград,Binders,9431.674
1902,20/08/2017,Первый класс,Урал,Phones,10499.32
7096,19/08/2017,Первый класс,Владивосток,Binders,15164.18
7097,19/08/2017,Первый класс,Владивосток,Binders,7818.905
7098,19/08/2017,Первый класс,Владивосток,Binders,27732.66
803,18/08/2017,Второй класс,Владивосток,Appliances,38822.92
2956,18/08/2017,Стандарт,Владивосток,Phones,44553.02
6056,18/08/2017,Первый класс,Урал,Binders,22030.33
6057,18/08/2017,Первый класс,Урал,Paper,43191.48
9125,18/08/2017,Второй класс,Урал,Furnishings,4166.122
9126,18/08/2017,Второй класс,Урал,Furnishings,42763.58
3350,17/08/2017,Стандарт,Калиниград,Binders,43084.24
2659,16/08/2017,Стандарт,Калиниград,Envelopes,28603.02
6134,16/08/2017,Первый класс,Калиниград,Tables,12464.17
7889,16/08/2017,Стандарт,Калиниград,Paper,13218.15
637,15/08/2017,Стандарт,Калиниград,Binders,26606.1
638,15/08/2017,Стандарт,Калиниград,Appliances,3318.919
1088,15/08/2017,Второй класс,Калиниград,Phones,-28825.629999999997
1089,15/08/2017,Второй класс,Калиниград,Labels,7201.847
2555,15/08/2017,Стандарт,Москва,Phones,37366.84
2858,15/08/2017,Второй класс,Москва,Chairs,20366.23
8895,15/08/2017,Стандарт,Калиниград,Furnishings,40638.71
8896,15/08/2017,Стандарт,Калиниград,Storage,42883.37
8897,15/08/2017,Стандарт,Калиниград,Phones,9195.188
8898,15/08/2017,Стандарт,Калиниград,Paper,11004.05
5380,14/08/2017,Стандарт,Калиниград,Paper,-27072.72
5381,14/08/2017,Стандарт,Калиниград,Machines,35710.63
7049,14/08/2017,Первый класс,Москва,Paper,2604.659
8691,14/08/2017,Стандарт,Владивосток,Phones,21200.02
8692,14/08/2017,Стандарт,Владивосток,Phones,18559.5
8693,14/08/2017,Стандарт,Владивосток,Accessories,34174.79
1747,13/08/2017,Второй класс,Москва,Binders,16205.76
1748,13/08/2017,Второй класс,Москва,Paper,42450.22
3763,13/08/2017,Второй класс,Урал,Bookcases,37934.56
3764,13/08/2017,Второй класс,Урал,Binders,16846.04
6021,13/08/2017,Same Day,Москва,Appliances,19335.65
6022,13/08/2017,Same Day,Москва,Accessories,14006.58
7925,13/08/2017,Первый класс,Москва,Binders,9493.156
7926,13/08/2017,Первый класс,Москва,Labels,26239.07
8876,13/08/2017,Стандарт,Урал,Supplies,28762.56
8877,13/08/2017,Стандарт,Урал,Appliances,14861.63
1087,12/08/2017,Same Day,Урал,Paper,32486.18
2573,12/08/2017,Второй класс,Урал,Accessories,36918.34
4646,12/08/2017,Стандарт,Владивосток,Chairs,36633.77
8137,12/08/2017,Стандарт,Москва,Tables,25356.0
9403,12/08/2017,Второй класс,Владивосток,Tables,-32656.178
9404,12/08/2017,Второй класс,Владивосток,Storage,29568.82
9717,12/08/2017,Второй класс,Владивосток,Art,21539.96
8306,11/08/2017,Стандарт,Урал,Paper,32403.28
8307,11/08/2017,Стандарт,Урал,Binders,34409.69
8308,11/08/2017,Стандарт,Урал,Binders,22632.39
3517,09/08/2017,Первый класс,Москва,Paper,39163.02
3518,09/08/2017,Первый класс,Москва,Phones,27662.12
3519,09/08/2017,Первый класс,Москва,Appliances,32085.2
9160,09/08/2017,Стандарт,Москва,Binders,22870.69
9161,09/08/2017,Стандарт,Москва,Binders,8645.736
1800,08/08/2017,Второй класс,Урал,Fasteners,12638.45
1801,08/08/2017,Второй класс,Урал,Paper,17239.02
3196,08/08/2017,Стандарт,Москва,Fasteners,19120.91
3497,08/08/2017,Стандарт,Калиниград,Tables,17175.5
3498,08/08/2017,Стандарт,Калиниград,Appliances,40547.88
3499,08/08/2017,Стандарт,Калиниград,Binders,12174.89
5257,08/08/2017,Стандарт,Урал,Paper,27672.16
6583,07/08/2017,Стандарт,Калиниград,Accessories,32227.22
3447,06/08/2017,Первый класс,Владивосток,Paper,29178.93
5943,06/08/2017,Стандарт,Калиниград,Phones,43500.31
9511,06/08/2017,Стандарт,Владивосток,Art,7578.623
9490,05/08/2017,Стандарт,Москва,Art,5524.234
1764,04/08/2017,Стандарт,Москва,Supplies,44208.82
1765,04/08/2017,Стандарт,Москва,Labels,38373.51
1766,04/08/2017,Стандарт,Москва,Furnishings,11009.69
1767,04/08/2017,Стандарт,Москва,Labels,31819.68
2688,04/08/2017,Первый класс,Урал,Binders,16985.74
4086,04/08/2017,Второй класс,Калиниград,Phones,32771.08
4087,04/08/2017,Второй класс,Калиниград,Binders,22358.84
4088,04/08/2017,Второй класс,Калиниград,Binders,6869.107
6158,03/08/2017,Второй класс,Урал,Envelopes,4601.674
6159,03/08/2017,Второй класс,Урал,Accessories,20559.91
5245,02/08/2017,Второй класс,Калиниград,Tables,42205.22
5246,02/08/2017,Второй класс,Калиниград,Phones,36840.3
5247,02/08/2017,Второй класс,Калиниград,Binders,19667.14
7102,01/08/2017,Второй класс,Урал,Paper,23152.64
7770,01/08/2017,Same Day,Калиниград,Phones,39987.5
7771,01/08/2017,Same Day,Калиниград,Appliances,37441.26
9155,01/08/2017,Второй класс,Владивосток,Furnishings,31970.39
4672,31/07/2017,Стандарт,Урал,Appliances,34548.94
4673,31/07/2017,Стандарт,Урал,Phones,43768.34
4674,31/07/2017,Стандарт,Урал,Phones,27135.43
4675,31/07/2017,Стандарт,Урал,Furnishings,43816.02
8168,31/07/2017,Стандарт,Калиниград,Tables,-22891.81
2174,30/07/2017,Стандарт,Урал,Binders,14711.45
7455,30/07/2017,Стандарт,Урал,Labels,4194.205
7456,30/07/2017,Стандарт,Урал,Storage,38847.15
7908,30/07/2017,Первый класс,Калиниград,Appliances,22103.18
3445,29/07/2017,Стандарт,Владивосток,Storage,35670.04
4879,29/07/2017,Первый класс,Москва,Binders,19387.39
8649,29/07/2017,Стандарт,Москва,Storage,27239.09
8650,29/07/2017,Стандарт,Москва,Binders,13080.62
5679,28/07/2017,Стандарт,Урал,Fasteners,28313.2
5680,28/07/2017,Стандарт,Урал,Paper,9434.422
6927,28/07/2017,Стандарт,Калиниград,Labels,14301.27
8632,28/07/2017,Первый класс,Владивосток,Bookcases,37888.65
8633,28/07/2017,Первый класс,Владивосток,Binders,43060.92
8634,28/07/2017,Первый класс,Владивосток,Appliances,9536.077
9592,28/07/2017,Стандарт,Урал,Furnishings,25947.82
9593,28/07/2017,Стандарт,Урал,Furnishings,27955.85
497,25/07/2017,Стандарт,Калиниград,Binders,32850.13
498,25/07/2017,Стандарт,Калиниград,Furnishings,10955.07
499,25/07/2017,Стандарт,Калиниград,Chairs,39636.8
500,25/07/2017,Стандарт,Калиниград,Furnishings,1922.461
1987,25/07/2017,Первый класс,Владивосток,Copiers,18145.07
2156,25/07/2017,Второй класс,Калиниград,Fasteners,7405.925
3010,25/07/2017,Стандарт,Владивосток,Appliances,61679.08
3106,25/07/2017,Стандарт,Урал,Labels,30648.12
3579,25/07/2017,Стандарт,Москва,Storage,1237.916
3580,25/07/2017,Стандарт,Москва,Paper,22319.52
3581,25/07/2017,Стандарт,Москва,Tables,35667.33
5244,25/07/2017,Первый класс,Москва,Binders,21741.3
5446,25/07/2017,Стандарт,Урал,Envelopes,22798.51
8309,25/07/2017,Same Day,Калиниград,Art,18025.24
6762,24/07/2017,Второй класс,Владивосток,Chairs,28781.63
8741,24/07/2017,Первый класс,Москва,Art,23843.07
834,23/07/2017,Стандарт,Москва,Art,15050.83
835,23/07/2017,Стандарт,Москва,Appliances,19864.912
836,23/07/2017,Стандарт,Москва,Machines,32236.61
4237,23/07/2017,Стандарт,Урал,Binders,15567.37
7072,23/07/2017,Стандарт,Урал,Art,24617.26
7073,23/07/2017,Стандарт,Урал,Paper,22691.44
7074,23/07/2017,Стандарт,Урал,Art,3328.47
7075,23/07/2017,Стандарт,Урал,Binders,11935.19
7076,23/07/2017,Стандарт,Урал,Supplies,4825.624
8705,23/07/2017,Первый класс,Урал,Phones,27918.56
1117,22/07/2017,Второй класс,Калиниград,Labels,7753.054
1527,22/07/2017,Стандарт,Владивосток,Art,11323.78
1528,22/07/2017,Стандарт,Владивосток,Furnishings,33180.59
4441,22/07/2017,Стандарт,Урал,Accessories,10467.04
4442,22/07/2017,Стандарт,Урал,Storage,3143.457
4443,22/07/2017,Стандарт,Урал,Art,27036.27
4444,22/07/2017,Стандарт,Урал,Paper,3123.521
5453,22/07/2017,Стандарт,Калиниград,Supplies,32492.39
8757,22/07/2017,Стандарт,Владивосток,Appliances,37520.86
8758,22/07/2017,Стандарт,Владивосток,Paper,26780.46
8759,22/07/2017,Стандарт,Владивосток,Furnishings,12270.55
8760,22/07/2017,Стандарт,Владивосток,Binders,39189.94
2071,21/07/2017,Второй класс,Владивосток,Binders,25453.85
5664,21/07/2017,Same Day,Владивосток,Art,23559.64
5665,21/07/2017,Same Day,Владивосток,Binders,41288.36
5666,21/07/2017,Same Day,Владивосток,Storage,21041.71
5667,21/07/2017,Same Day,Владивосток,Storage,31834.14
5833,21/07/2017,Стандарт,Москва,Labels,37363.9
5834,21/07/2017,Стандарт,Москва,Chairs,16566.62
6560,21/07/2017,Стандарт,Калиниград,Envelopes,25272.8
6561,21/07/2017,Стандарт,Калиниград,Labels,41143.31
7987,20/07/2017,Второй класс,Владивосток,Phones,44044.17
5985,19/07/2017,Стандарт,Москва,Furnishings,41571.08
5986,19/07/2017,Стандарт,Москва,Binders,44032.45
5987,19/07/2017,Стандарт,Москва,Storage,34492.69
5988,19/07/2017,Стандарт,Москва,Paper,33609.47
5989,19/07/2017,Стандарт,Москва,Binders,10103.08
5990,19/07/2017,Стандарт,Москва,Bookcases,26500.91
7278,19/07/2017,Первый класс,Калиниград,Phones,8890.541
7279,19/07/2017,Первый класс,Калиниград,Accessories,11476.24
1201,18/07/2017,Стандарт,Калиниград,Chairs,12669.85
1202,18/07/2017,Стандарт,Калиниград,Binders,8070.131
1203,18/07/2017,Стандарт,Калиниград,Chairs,15887.35
1204,18/07/2017,Стандарт,Калиниград,Storage,27156.95
1205,18/07/2017,Стандарт,Калиниград,Storage,10228.71
1842,18/07/2017,Стандарт,Москва,Chairs,44044.37
3661,18/07/2017,Стандарт,Калиниград,Supplies,25418.41
4730,18/07/2017,Второй класс,Урал,Accessories,9311.935
6848,18/07/2017,Стандарт,Калиниград,Phones,73742.36
8139,18/07/2017,Стандарт,Владивосток,Art,29807.7
8140,18/07/2017,Стандарт,Владивосток,Storage,20877.36
8141,18/07/2017,Стандарт,Владивосток,Paper,31417.21
43,17/07/2017,Стандарт,Калиниград,Storage,68377.58
2046,17/07/2017,Стандарт,Владивосток,Appliances,13948.84
2047,17/07/2017,Стандарт,Владивосток,Phones,27324.47
2048,17/07/2017,Стандарт,Владивосток,Paper,5861.161
3108,17/07/2017,Стандарт,Урал,Paper,5310.487
3109,17/07/2017,Стандарт,Урал,Storage,13735.57
3110,17/07/2017,Стандарт,Урал,Paper,17984.59
3111,17/07/2017,Стандарт,Урал,Paper,39642.05
3112,17/07/2017,Стандарт,Урал,Storage,-26823.510000000002
6274,17/07/2017,Второй класс,Калиниград,Furnishings,15360.3
6275,17/07/2017,Второй класс,Калиниград,Accessories,6760.964
6276,17/07/2017,Второй класс,Калиниград,Furnishings,42738.77
6277,17/07/2017,Второй класс,Калиниград,Labels,27767.19
6278,17/07/2017,Второй класс,Калиниград,Storage,9364.397
6279,17/07/2017,Второй класс,Калиниград,Phones,23904.67
6280,17/07/2017,Второй класс,Калиниград,Binders,25808.32
7842,17/07/2017,Стандарт,Владивосток,Appliances,17787.93
188,16/07/2017,Стандарт,Урал,Storage,44649.21
189,16/07/2017,Стандарт,Урал,Paper,41039.5
600,16/07/2017,Стандарт,Владивосток,Phones,16917.61
601,16/07/2017,Стандарт,Владивосток,Phones,10721.73
602,16/07/2017,Стандарт,Владивосток,Supplies,3094.337
3365,16/07/2017,Второй класс,Урал,Furnishings,38207.3
6963,16/07/2017,Второй класс,Москва,Envelopes,39695.41
6964,16/07/2017,Второй класс,Москва,Art,13821.33
6965,16/07/2017,Второй класс,Москва,Binders,16214.35
6966,16/07/2017,Второй класс,Москва,Accessories,15471.15
6967,16/07/2017,Второй класс,Москва,Binders,43845.49
6968,16/07/2017,Второй класс,Москва,Paper,24526.88
2238,15/07/2017,Стандарт,Калиниград,Supplies,16556.06
7932,15/07/2017,Стандарт,Калиниград,Chairs,11587.85
7933,15/07/2017,Стандарт,Калиниград,Paper,7825.968
542,14/07/2017,Первый класс,Калиниград,Phones,19696.48
599,14/07/2017,Первый класс,Владивосток,Supplies,31724.46
1207,14/07/2017,Второй класс,Владивосток,Storage,4844.531
1208,14/07/2017,Второй класс,Владивосток,Binders,25913.44
1209,14/07/2017,Второй класс,Владивосток,Fasteners,26235.9
1210,14/07/2017,Второй класс,Владивосток,Art,12956.52
1211,14/07/2017,Второй класс,Владивосток,Binders,1446.229
1212,14/07/2017,Второй класс,Владивосток,Bookcases,12502.02
1306,14/07/2017,Второй класс,Урал,Phones,41186.52
2154,14/07/2017,Стандарт,Владивосток,Binders,16451.336
2187,14/07/2017,Same Day,Москва,Accessories,6094.178
4682,14/07/2017,Второй класс,Владивосток,Fasteners,32033.13
6666,14/07/2017,Второй класс,Урал,Paper,12684.12
6957,14/07/2017,Стандарт,Москва,Binders,17552.28
6958,14/07/2017,Стандарт,Москва,Furnishings,30346.04
7224,14/07/2017,Стандарт,Калиниград,Phones,13941.18
7225,14/07/2017,Стандарт,Калиниград,Appliances,21448.92
7226,14/07/2017,Стандарт,Калиниград,Furnishings,5186.505
478,12/07/2017,Стандарт,Калиниград,Phones,3876.353
536,10/07/2017,Стандарт,Калиниград,Storage,9477.219
1733,10/07/2017,Стандарт,Урал,Storage,18621.73
1734,10/07/2017,Стандарт,Урал,Art,3697.346
4823,10/07/2017,Same Day,Калиниград,Binders,27507.68
7238,10/07/2017,Same Day,Владивосток,Machines,4370.294
1412,09/07/2017,Стандарт,Владивосток,Chairs,12306.47
1413,09/07/2017,Стандарт,Владивосток,Furnishings,5592.046
1923,08/07/2017,Второй класс,Урал,Phones,35701.01
1924,08/07/2017,Второй класс,Урал,Art,44566.48
1938,08/07/2017,Стандарт,Калиниград,Binders,39220.51
1939,08/07/2017,Стандарт,Калиниград,Storage,34983.76
1940,08/07/2017,Стандарт,Калиниград,Binders,34423.65
1941,08/07/2017,Стандарт,Калиниград,Chairs,25826.26
3255,08/07/2017,Стандарт,Калиниград,Phones,23047.53
3256,08/07/2017,Стандарт,Калиниград,Binders,17640.25
3815,08/07/2017,Same Day,Москва,Phones,10793.69
3816,08/07/2017,Same Day,Москва,Paper,26437.18
7604,08/07/2017,Стандарт,Владивосток,Paper,5982.248
725,07/07/2017,Стандарт,Москва,Supplies,12644.74
1799,07/07/2017,Стандарт,Калиниград,Furnishings,32755.58
2372,07/07/2017,Второй класс,Урал,Furnishings,42115.87
2373,07/07/2017,Второй класс,Урал,Fasteners,5370.477
2374,07/07/2017,Второй класс,Урал,Paper,17971.55
2375,07/07/2017,Второй класс,Урал,Chairs,21585.29
3983,07/07/2017,Второй класс,Калиниград,Chairs,12033.86
3984,07/07/2017,Второй класс,Калиниград,Copiers,43812.07
3985,07/07/2017,Второй класс,Калиниград,Paper,41455.76
6524,07/07/2017,Стандарт,Владивосток,Labels,11029.04
6525,07/07/2017,Стандарт,Владивосток,Phones,12088.49
6526,07/07/2017,Стандарт,Владивосток,Binders,2540.072
6527,07/07/2017,Стандарт,Владивосток,Binders,7258.322
8797,07/07/2017,Стандарт,Калиниград,Paper,22314.38
8798,07/07/2017,Стандарт,Калиниград,Art,12267.23
4452,04/07/2017,Первый класс,Калиниград,Furnishings,14528.4
4453,04/07/2017,Первый класс,Калиниград,Envelopes,42591.41
4454,04/07/2017,Первый класс,Калиниград,Bookcases,17945.85
4455,04/07/2017,Первый класс,Калиниград,Storage,42629.88
5936,04/07/2017,Same Day,Калиниград,Furnishings,7436.022
5937,04/07/2017,Same Day,Калиниград,Phones,2093.004
5938,04/07/2017,Same Day,Калиниград,Phones,28719.78
3565,03/07/2017,Первый класс,Калиниград,Paper,28059.64
3566,03/07/2017,Первый класс,Калиниград,Fasteners,41058.6
8049,03/07/2017,Стандарт,Владивосток,Appliances,10340.55
9773,03/07/2017,Same Day,Владивосток,Paper,7487.364
1159,02/07/2017,Второй класс,Калиниград,Chairs,19639.83
8337,02/07/2017,Стандарт,Москва,Art,30961.43
