user_id,acq_channel,transactions
8-73f0284513,GameAds,68
49d116b_6b14,BrainPlus,45
22-68_c2d761,GameAds,16
fc9c-28b_030,SenseAds,49
0a54d-164_7f,GameAds,72
6719757-13c3,SenseAds,39
1c064728b701,GameAds,66
-346491970_9,BrainPlus,86
a_0c3_d5f7a4,SenseAds,53
737c6-7a09b7,GameAds,48
d331b51ba42b,JetAds,51
648b98fa6cf3,JetAds,57
a9193-c1f638,BrainPlus,56
c8504190f5d4,JetAds,44
8c8a6_68-_2d,SenseAds,59
_3298bd95f05,SenseAds,27
189a450b5f-d,SenseAds,48
849_345a1c2c,JetAds,22
cb5c5_3d0-61,BrainPlus,60
b79f7_c7_b9-,JetAds,30
6cb_492c83b8,BrainPlus,41
ccda0f77093-,BrainPlus,51
ca15cd8ab283,SenseAds,64
25bac391a0-5,SenseAds,66
f7c4c96a1b-0,BrainPlus,44
3894af-2_ab1,BrainPlus,55
81ffb7c48_5_,JetAds,53
2384_68dc770,BrainPlus,39
524f-2dc921c,SenseAds,26
a3__da__58-7,SenseAds,62
_0b94-f94aac,GameAds,56
-4d00a33b45d,GameAds,54
a85f0b41538b,SenseAds,46
ba1_25661048,BrainPlus,63
ac3-795c_3f2,SenseAds,49
5-803802f7c2,GameAds,27
b2a5b58fd196,JetAds,73
-695d99_0254,SenseAds,43
264445-82_60,JetAds,50
43_a93f54f7a,JetAds,58
c4_160309793,BrainPlus,38
a463_dd87667,JetAds,67
fa839a6027f4,SenseAds,48
051f794a9d4f,BrainPlus,64
3f-8f-1a9_2a,GameAds,57
05-59f5932d9,SenseAds,61
_0d62748cb74,GameAds,43
5b402362cd1a,JetAds,29
19869b228-03,SenseAds,22
-346491970_9,GameAds,43
85a9b5_9705d,GameAds,43
a_0c3_d5f7a4,BrainPlus,63
737c6-7a09b7,SenseAds,48
f0625481c611,GameAds,27
32d368d4_7b_,SenseAds,14
48b_3941-2d3,BrainPlus,53
-7b-31882acc,BrainPlus,35
_3298bd95f05,JetAds,28
8b95a8947c29,JetAds,60
6-6b8_dc965c,BrainPlus,69
db-5155_6923,BrainPlus,41
72c_b6115349,GameAds,45
c727fd7cc667,BrainPlus,74
f5867d-526db,BrainPlus,33
b_6c123_1f7d,BrainPlus,49
_80-79581da1,GameAds,37
0524d-f629d6,GameAds,53
-_f2453dd4f_,BrainPlus,55
5db24-838_71,BrainPlus,76
4_26cf38480-,JetAds,81
8-73f0284513,GameAds,40
c4_160309793,BrainPlus,72
f3_210ff39a3,SenseAds,62
-346491970_9,BrainPlus,34
4f1809a56020,JetAds,68
a9193-c1f638,BrainPlus,52
c8504190f5d4,SenseAds,59
8c8a6_68-_2d,GameAds,41
849_345a1c2c,GameAds,77
2330ca4bb877,JetAds,53
_b38_732955c,GameAds,36
2250aaf0-9ff,BrainPlus,56
a_17172c---5,GameAds,54
f25f9b55b1-5,BrainPlus,67
4932a051-6_2,JetAds,41
72129a-69_95,BrainPlus,45
d73459ffa7ff,JetAds,45
50a470_6471c,GameAds,33
a6f1a5203623,SenseAds,62
75b08_0d_68f,SenseAds,57
7c8c1-3bcd2d,JetAds,40
_-34d62ca_5c,SenseAds,40
2d5cf5f350_-,SenseAds,62
-38c8a42a-41,GameAds,60
a8756ad312-0,JetAds,27
a9754fd37343,SenseAds,43
8ccd2a8-8698,GameAds,58
a85f0b41538b,BrainPlus,57
9a0--a-aa233,SenseAds,40
1157014807f3,JetAds,40
5-803802f7c2,BrainPlus,36
c_8758a_-acb,BrainPlus,58
3f21f0d__283,BrainPlus,71
2db_b_cd783-,GameAds,38
_0d62748cb74,JetAds,74
_35afaf--956,SenseAds,50
85a9b5_9705d,GameAds,36
c8504190f5d4,BrainPlus,61
-7b-31882acc,SenseAds,49
_3298bd95f05,JetAds,68
6-6b8_dc965c,BrainPlus,34
dfa_2328d1b1,SenseAds,62
3_30b4cf6d49,SenseAds,57
f_46635270a2,GameAds,50
015b8b62d-78,BrainPlus,37
4873117443d_,JetAds,52
ac697ff23_7c,GameAds,52
b1f1a8df_c_7,GameAds,36
2b96c03fd4d5,BrainPlus,52
-b8c8db15c8a,BrainPlus,45
68a_239a73b8,GameAds,50
a7d2a4d8bb22,GameAds,58
da2d13c24800,JetAds,43
-898a8b0-97c,SenseAds,29
6-ab33258b-2,SenseAds,48
_87ac35c9f7-,JetAds,49
b1007f33a6cc,SenseAds,31
ca15f1a9_d64,JetAds,43
-da8457-72f_,JetAds,41
143c0-9a221a,JetAds,55
40aa30f-883f,SenseAds,64
3db61f023ff2,BrainPlus,49
01c-2ff81f_a,GameAds,61
967520c_6d75,SenseAds,44
ac4fc5d89f96,JetAds,45
7884b1712165,BrainPlus,55
4957_9ad70-4,BrainPlus,53
_417-5b41569,BrainPlus,54
c4492f40fc2c,SenseAds,55
d9b8_4160a-4,GameAds,45
00fc__3f0d29,GameAds,42
49d116b_6b14,JetAds,50
fa839a6027f4,BrainPlus,49
22-68_c2d761,JetAds,48
73c7-f095d0a,JetAds,40
63a5b-0830b9,JetAds,43
0a54d-164_7f,BrainPlus,52
c-6f5f48d08d,JetAds,51
bc82_f39168c,JetAds,63
d331b51ba42b,GameAds,63
9c19f_16a319,BrainPlus,55
a9193-c1f638,SenseAds,38
df0-95c9_660,JetAds,49
3_30b4cf6d49,GameAds,16
6475fccb-6b6,JetAds,54
2d988ba4b0c-,SenseAds,24
0c9453440c85,JetAds,32
d_42bc99715d,SenseAds,67
ac697ff23_7c,JetAds,59
f25f9b55b1-5,JetAds,13
11345d93_-9-,BrainPlus,67
cb5c5_3d0-61,JetAds,42
188f0f-8d4b2,BrainPlus,65
2d5cf5f350_-,GameAds,62
b1007f33a6cc,GameAds,43
d4_-fb06f79f,JetAds,19
4b9b310f8543,GameAds,30
495a190b-f-c,JetAds,19
4a08aa21f4bb,SenseAds,32
_07235f69dc7,BrainPlus,49
47a-a2-c-06b,JetAds,69
-_f2453dd4f_,SenseAds,64
c1_8cf4a9f-0,SenseAds,67
1f8465d71c6f,BrainPlus,47
1157014807f3,GameAds,32
ad_5127810dd,JetAds,69
c4492f40fc2c,GameAds,65
4_26cf38480-,JetAds,55
b2a5b58fd196,SenseAds,83
f93a2554-ab0,BrainPlus,46
a2d0_d-0-333,SenseAds,35
3f-8f-1a9_2a,BrainPlus,44
49d1b5424fd8,BrainPlus,30
53d311135f12,GameAds,49
887a457f3119,GameAds,60
8c8a6_68-_2d,GameAds,59
8-787c27f_-d,GameAds,67
189a450b5f-d,BrainPlus,67
db-5155_6923,SenseAds,66
2330ca4bb877,SenseAds,49
32c-21_3_-b-,GameAds,48
3_30b4cf6d49,JetAds,42
6475fccb-6b6,BrainPlus,45
015b8b62d-78,GameAds,47
2d988ba4b0c-,SenseAds,70
9_7-32bb63c9,JetAds,33
1950-d148307,JetAds,59
11345d93_-9-,SenseAds,62
6ad6c5-6-2-a,SenseAds,33
c-5976-58f-7,BrainPlus,45
8f_761-5b-89,JetAds,34
33c29375_8ac,GameAds,49
15b647674228,GameAds,66
7_-2__b6c317,JetAds,33
519988f1da3-,GameAds,31
_-049c8b22d5,GameAds,35
4b9b310f8543,BrainPlus,45
0f490c_f9303,GameAds,37
5_9c69c08_34,GameAds,32
83bac_7ba6a1,SenseAds,27
c_90ffd877db,JetAds,40
86-003c132f6,SenseAds,72
967520c_6d75,GameAds,53
4957_9ad70-4,JetAds,43
-4d00a33b45d,GameAds,50
dc3_f-781bc2,BrainPlus,73
5212_-2a97--,GameAds,86
368b55-8a8-d,GameAds,28
49d116b_6b14,JetAds,55
5f9_adcbf659,GameAds,69
6-fca34f747c,JetAds,26
887a457f3119,SenseAds,51
648b98fa6cf3,JetAds,38
c8504190f5d4,SenseAds,58
-7b-31882acc,BrainPlus,33
a6708d2_1b42,GameAds,28
6-6b8_dc965c,BrainPlus,20
68680c1d9566,SenseAds,71
dfa_2328d1b1,SenseAds,46
_b38_732955c,JetAds,56
32c-21_3_-b-,SenseAds,75
015b8b62d-78,BrainPlus,60
1a-03-96-fd1,SenseAds,61
991cc4294ab-,SenseAds,46
43834381_5_a,GameAds,30
-545_-_38-89,GameAds,32
50a470_6471c,SenseAds,54
9503f0b3cb67,GameAds,43
8f_761-5b-89,JetAds,29
aa68f--adf-f,SenseAds,57
616c34915819,JetAds,51
fd74ccf0a_66,GameAds,64
2dbc717_090f,GameAds,42
-6_32d7d4d76,GameAds,58
0524d-f629d6,SenseAds,30
5db24-838_71,SenseAds,68
b54cdb161900,JetAds,43
0abf82_f22-8,SenseAds,39
-875f-bafa8f,SenseAds,20
ad363424b908,SenseAds,60
813-a6c4-83-,JetAds,56
45_8c1a-4bd8,SenseAds,39
d50a64a_5666,BrainPlus,17
264445-82_60,JetAds,18
43_a93f54f7a,GameAds,48
49d116b_6b14,BrainPlus,53
_cdf2a1ffd48,SenseAds,50
3f-8f-1a9_2a,JetAds,57
bc82_f39168c,BrainPlus,52
d50d362a8c6a,SenseAds,68
849_345a1c2c,BrainPlus,84
72c_b6115349,GameAds,37
6475fccb-6b6,BrainPlus,45
1950-d148307,GameAds,36
374db00b30_b,GameAds,48
926d653_fd4a,GameAds,55
0c9453440c85,SenseAds,38
2b96c03fd4d5,BrainPlus,56
-545_-_38-89,JetAds,59
36c-705d34a5,JetAds,53
aaf500_fc817,GameAds,40
44a52-aad805,JetAds,33
-cd47cdaa626,BrainPlus,43
b4a-6840c506,GameAds,39
3a-2a04203-5,JetAds,28
ca15f1a9_d64,JetAds,50
5_03512049d4,JetAds,16
287_c5bf2-7f,GameAds,67
86-003c132f6,BrainPlus,47
61226c7ff86b,SenseAds,50
813-a6c4-83-,BrainPlus,7
b04002914_a9,SenseAds,49
85574bf11b75,SenseAds,54
264445-82_60,SenseAds,27
d_8cb39d0a_4,BrainPlus,53
368b55-8a8-d,GameAds,52
b1f7cccdc31_,BrainPlus,54
667f_25bbcdf,GameAds,61
49d116b_6b14,SenseAds,54
dc4dc66bf_4f,GameAds,52
2-4a_11-7b79,BrainPlus,40
0a54d-164_7f,GameAds,42
a0b-a95a802a,JetAds,45
9c19f_16a319,GameAds,27
a9193-c1f638,GameAds,47
df0-95c9_660,SenseAds,38
72c_b6115349,GameAds,62
-9102_4_91a9,JetAds,40
d47928b8aacc,JetAds,52
374db00b30_b,GameAds,44
b_bbc81a481f,GameAds,29
6-2276db_87b,BrainPlus,33
5ac218565d92,GameAds,66
a62351-136d0,JetAds,75
3a-2a04203-5,BrainPlus,55
cb1d59cfc_f9,BrainPlus,52
3894af-2_ab1,JetAds,32
7_-2__b6c317,BrainPlus,47
0f490c_f9303,GameAds,19
5_9c69c08_34,JetAds,52
-17fb1908-14,GameAds,69
_2326b5a7a38,BrainPlus,71
-6_32d7d4d76,JetAds,70
ac4fc5d89f96,JetAds,46
f3_8d88a2d5c,JetAds,73
f0826906b15c,SenseAds,65
677-6c04_60d,JetAds,37
00fc__3f0d29,BrainPlus,69
18_1f99d87-1,BrainPlus,45
667f_25bbcdf,SenseAds,49
3f21f0d__283,SenseAds,43
22-68_c2d761,BrainPlus,47
5f9_adcbf659,GameAds,49
3f-8f-1a9_2a,JetAds,41
0a54d-164_7f,GameAds,50
3c-baf8_f174,SenseAds,28
d50d362a8c6a,GameAds,69
5_0f98-4c58f,BrainPlus,51
d331b51ba42b,BrainPlus,18
849_345a1c2c,JetAds,33
6-6b8_dc965c,JetAds,53
db-5155_6923,JetAds,55
_b38_732955c,JetAds,63
-9102_4_91a9,BrainPlus,42
fda5fa85799_,SenseAds,34
991cc4294ab-,BrainPlus,33
b_bbc81a481f,GameAds,80
_6cf08-79b3b,BrainPlus,68
d62b307c6a_3,SenseAds,57
7c0729917cbd,GameAds,33
8f506_09-5da,BrainPlus,58
9dbdc_064504,BrainPlus,68
ac697ff23_7c,SenseAds,48
2b96c03fd4d5,SenseAds,62
37d706cd9dac,GameAds,58
-14c3534f937,BrainPlus,40
fd74ccf0a_66,JetAds,61
6-ab33258b-2,JetAds,55
3b9__25040_-,SenseAds,29
_2326b5a7a38,BrainPlus,35
63c995f-fc12,GameAds,41
8ab7-f986b13,GameAds,42
120_0906414f,GameAds,53
47a-a2-c-06b,JetAds,59
f-f5-4_-7f84,SenseAds,34
-875f-bafa8f,SenseAds,51
8cb04_0_f470,JetAds,68
_41cbc16262_,BrainPlus,35
fdd803b0-8ff,GameAds,31
2_31667f-026,GameAds,48
7bd048_41865,GameAds,36
b2a5b58fd196,BrainPlus,44
49f229910ba_,GameAds,51
5212_-2a97--,GameAds,28
22-68_c2d761,BrainPlus,34
a415d2067--8,GameAds,44
306807861a4d,SenseAds,62
bc82_f39168c,BrainPlus,46
_35afaf--956,JetAds,58
85a9b5_9705d,BrainPlus,42
737c6-7a09b7,JetAds,60
5_0f98-4c58f,GameAds,15
c8504190f5d4,BrainPlus,50
48b_3941-2d3,SenseAds,37
189a450b5f-d,SenseAds,50
68680c1d9566,BrainPlus,48
374db00b30_b,BrainPlus,61
b_bbc81a481f,SenseAds,58
510c33-c5b--,BrainPlus,39
_1-1d869--1c,GameAds,29
aa79a1714-7_,JetAds,42
b1f1a8df_c_7,SenseAds,30
f25f9b55b1-5,GameAds,74
7574_72_545d,BrainPlus,49
-446d6c32_87,JetAds,43
7c8c1-3bcd2d,SenseAds,71
7161_7862fd0,JetAds,23
25bac391a0-5,GameAds,60
15b647674228,SenseAds,69
-38c8a42a-41,GameAds,30
ca15f1a9_d64,BrainPlus,56
5_9c69c08_34,SenseAds,62
287_c5bf2-7f,SenseAds,48
0524d-f629d6,SenseAds,53
b-27219c4d_3,JetAds,53
61226c7ff86b,GameAds,46
8fc_96cd07a3,JetAds,64
d-5_9fd6fb26,BrainPlus,50
c67c6-0d3b19,JetAds,32
903-b452c-98,GameAds,37
43_a93f54f7a,GameAds,63
f93a2554-ab0,SenseAds,58
3f-8f-1a9_2a,GameAds,20
306807861a4d,JetAds,41
c2b8_13375c6,JetAds,16
_35afaf--956,BrainPlus,60
9c19f_16a319,JetAds,66
a9193-c1f638,GameAds,27
689a892-1429,GameAds,44
72c_b6115349,GameAds,44
2330ca4bb877,BrainPlus,55
3_30b4cf6d49,SenseAds,58
fd84cd826763,JetAds,42
-9102_4_91a9,SenseAds,48
f_46635270a2,GameAds,41
2d988ba4b0c-,GameAds,47
9_7-32bb63c9,SenseAds,44
1950-d148307,BrainPlus,41
374db00b30_b,SenseAds,47
d3f3bb-84429,GameAds,40
72038_faf-50,JetAds,68
b02f978b202_,BrainPlus,61
7955da29f2bf,SenseAds,54
72129a-69_95,SenseAds,57
1d-3a7cd2d42,BrainPlus,43
15b647674228,JetAds,17
08bb8563--f2,GameAds,54
6a5c44__fbff,JetAds,51
7-42da397185,SenseAds,38
239045b238-6,GameAds,31
b2a5b58fd196,GameAds,45
b_8d4292b465,GameAds,60
49d116b_6b14,GameAds,50
c-6f5f48d08d,JetAds,30
_0d62748cb74,BrainPlus,40
19869b228-03,JetAds,13
737c6-7a09b7,SenseAds,57
-7b-31882acc,JetAds,54
72c_b6115349,SenseAds,31
68680c1d9566,GameAds,56
c_9cb5895_bd,JetAds,66
_6cf08-79b3b,BrainPlus,55
510c33-c5b--,JetAds,41
b02f978b202_,BrainPlus,38
79_a8225bf65,JetAds,65
4-4-b244c-_5,SenseAds,64
-4c86aa5732-,JetAds,68
c727fd7cc667,SenseAds,35
c-5976-58f-7,SenseAds,68
84_f779141-d,GameAds,61
8f_761-5b-89,JetAds,43
c5f0b9d216b0,JetAds,40
_-34d62ca_5c,SenseAds,52
cb1d59cfc_f9,GameAds,36
_87ac35c9f7-,GameAds,67
-0967799494a,BrainPlus,52
287_c5bf2-7f,SenseAds,33
63c995f-fc12,SenseAds,63
-cc-875a59c7,GameAds,43
967520c_6d75,SenseAds,67
8b5-8_f_2b__,GameAds,55
3b72a4_75354,SenseAds,65
c80281d2-c5a,JetAds,68
5795cb0861d_,SenseAds,36
b04002914_a9,JetAds,70
903-b452c-98,GameAds,39
dd157_2_d4a9,GameAds,71
a2d0_d-0-333,BrainPlus,32
5b402362cd1a,SenseAds,44
0b56f6a12456,GameAds,52
_b38_732955c,JetAds,57
b1f8c03-04a4,SenseAds,64
1950-d148307,SenseAds,65
0157a166c-cb,JetAds,29
72038_faf-50,GameAds,53
50-8999df50f,BrainPlus,39
f41b_78642-_,JetAds,33
4-4-b244c-_5,GameAds,22
338-8a30511f,SenseAds,62
0578ac5_c2ca,BrainPlus,73
f_-d73dc6d66,JetAds,53
c727fd7cc667,GameAds,65
_c500404cac9,JetAds,19
fa239dbb3-dd,JetAds,52
1d4642_d31a8,SenseAds,21
fd74ccf0a_66,BrainPlus,60
f7c4c96a1b-0,JetAds,79
81ffb7c48_5_,SenseAds,21
b90933bd_cc0,JetAds,64
_44b6983485a,BrainPlus,37
5db24-838_71,BrainPlus,49
725a366c598f,SenseAds,72
d-5_9fd6fb26,SenseAds,60
c67c6-0d3b19,JetAds,58
2_31667f-026,SenseAds,55
903-b452c-98,BrainPlus,34
b1f7cccdc31_,JetAds,61
8d7c3d0f60d5,GameAds,52
0a54d-164_7f,SenseAds,48
0b56f6a12456,JetAds,69
-346491970_9,BrainPlus,53
737c6-7a09b7,JetAds,3
6475fccb-6b6,GameAds,36
9_7-32bb63c9,JetAds,43
1950-d148307,JetAds,72
fdc-a----d56,BrainPlus,44
_6cf08-79b3b,BrainPlus,41
8f506_09-5da,BrainPlus,46
0157a166c-cb,GameAds,61
_32f80d6c8-9,JetAds,46
7955da29f2bf,JetAds,71
50-8999df50f,BrainPlus,57
27ad7da7606-,BrainPlus,40
79_a8225bf65,GameAds,31
c38-b1abc90-,SenseAds,45
68-926-8cd29,JetAds,64
4f0c-5bb54bc,JetAds,37
908083f95407,BrainPlus,57
d1067-f_a-97,SenseAds,54
7700d11903f_,SenseAds,39
d9082b279fb-,JetAds,50
53_8533f697c,SenseAds,57
30b98b36_369,JetAds,67
aa68f--adf-f,SenseAds,72
ccda0f77093-,JetAds,54
b4a-6840c506,SenseAds,72
4f9659_b_3a6,SenseAds,41
c-46__8b-12a,GameAds,67
68b889d5_140,JetAds,44
047-a0f2da5_,JetAds,39
8b5-8_f_2b__,SenseAds,28
971510d78af8,GameAds,34
26100748dc77,SenseAds,46
_417-5b41569,SenseAds,58
200892-0323f,BrainPlus,59
ac3-795c_3f2,BrainPlus,70
46_3fa_a58_7,SenseAds,33
0a54d-164_7f,GameAds,44
95568cf54ad3,BrainPlus,55
85a9b5_9705d,SenseAds,58
887a457f3119,GameAds,61
d331b51ba42b,SenseAds,53
8c8a6_68-_2d,GameAds,45
48b_3941-2d3,GameAds,61
6-6b8_dc965c,SenseAds,57
68680c1d9566,GameAds,66
_b38_732955c,GameAds,51
1a-03-96-fd1,JetAds,72
d47928b8aacc,BrainPlus,65
_6cf08-79b3b,SenseAds,54
_1-1d869--1c,GameAds,75
b3886d883807,BrainPlus,46
79_a8225bf65,GameAds,59
f_-d73dc6d66,SenseAds,54
4f0c-5bb54bc,SenseAds,53
908083f95407,GameAds,67
62a770b80733,JetAds,47
76652--16_01,JetAds,33
7559_-b_-23_,BrainPlus,73
6a206af-a-f-,GameAds,55
2b96c03fd4d5,GameAds,22
d73459ffa7ff,BrainPlus,31
-c5--74dd9_f,BrainPlus,44
b79f7_c7_b9-,BrainPlus,40
68a_239a73b8,GameAds,41
ccda0f77093-,GameAds,35
3f811-_1f183,BrainPlus,48
f7c4c96a1b-0,BrainPlus,63
a8756ad312-0,GameAds,36
3c7224_46_6-,JetAds,27
047-a0f2da5_,JetAds,41
86-003c132f6,BrainPlus,65
db5d35-3d582,JetAds,51
7884b1712165,JetAds,70
61226c7ff86b,SenseAds,78
f0826906b15c,JetAds,68
ac3-795c_3f2,BrainPlus,57
239045b238-6,GameAds,63
dc08b12_56-b,SenseAds,59
b55ac671f1d5,JetAds,54
264445-82_60,GameAds,37
da-_b2-7-3-0,BrainPlus,33
c4_160309793,BrainPlus,49
dd157_2_d4a9,SenseAds,26
3f21f0d__283,SenseAds,79
49d116b_6b14,JetAds,87
22-68_c2d761,BrainPlus,30
5f9_adcbf659,JetAds,55
3c-baf8_f174,GameAds,60
a9193-c1f638,BrainPlus,48
689a892-1429,SenseAds,77
48b_3941-2d3,BrainPlus,39
015b8b62d-78,BrainPlus,49
7c0729917cbd,BrainPlus,50
510c33-c5b--,BrainPlus,71
7955da29f2bf,BrainPlus,45
4-4-b244c-_5,JetAds,57
908083f95407,JetAds,50
d1067-f_a-97,GameAds,58
7559_-b_-23_,GameAds,72
7700d11903f_,SenseAds,56
06f07b15f_db,SenseAds,41
a69b5dc_-040,SenseAds,45
8d113393f5_f,JetAds,68
c65db60a5d44,SenseAds,56
83526f3-2b98,BrainPlus,22
7b54bdf4-64-,SenseAds,68
0b31dc55b4__,SenseAds,61
4932a051-6_2,SenseAds,53
7401fcc764a5,GameAds,28
ad031850cc67,SenseAds,28
c-_301f0a7a-,JetAds,47
aa68f--adf-f,JetAds,25
_c72d8c692aa,BrainPlus,54
-cd47cdaa626,GameAds,52
ca15f1a9_d64,BrainPlus,59
08bb8563--f2,BrainPlus,65
120_0906414f,BrainPlus,37
0085f_-89c66,SenseAds,23
dfafac3a-_90,SenseAds,45
bdc_7da4972a,JetAds,62
1f8465d71c6f,BrainPlus,27
48b_3941-2d3,BrainPlus,28
-7b-31882acc,BrainPlus,35
849_345a1c2c,SenseAds,20
72c_b6115349,SenseAds,42
b1f8c03-04a4,JetAds,45
43834381_5_a,GameAds,48
ab___-70-a_b,SenseAds,45
7c0729917cbd,SenseAds,48
338-8a30511f,GameAds,49
41b--7408952,SenseAds,23
908083f95407,BrainPlus,33
62a770b80733,GameAds,74
d8d3_a7150_a,JetAds,53
32cbfbaf_d5d,JetAds,32
_3756a2c3-23,GameAds,66
b74f2fb_ba-c,BrainPlus,53
ca2182_45b3c,SenseAds,13
32-83cd1b738,GameAds,50
6_1647716_df,SenseAds,61
95540dc6d014,BrainPlus,29
8d5-44-0814d,JetAds,57
b1f1a8df_c_7,BrainPlus,46
d66199666c5_,BrainPlus,36
7a3_--0d4130,GameAds,29
50a470_6471c,BrainPlus,52
7574_72_545d,SenseAds,76
1d4642_d31a8,BrainPlus,54
df96909147-c,GameAds,30
0126-d4153b0,GameAds,65
b53c7f8_760f,BrainPlus,68
3db61f023ff2,GameAds,63
ba1_25661048,BrainPlus,70
677-6c04_60d,JetAds,79
813-a6c4-83-,GameAds,59
f06_5-3d4786,SenseAds,53
4_26cf38480-,JetAds,58
46_3fa_a58_7,JetAds,38
8c-f32_-bb-9,JetAds,49
6719757-13c3,GameAds,23
339bab5269_9,JetAds,46
53d311135f12,JetAds,54
-346491970_9,BrainPlus,53
c8504190f5d4,SenseAds,63
48b_3941-2d3,SenseAds,19
a6708d2_1b42,JetAds,27
849_345a1c2c,JetAds,55
2d988ba4b0c-,SenseAds,34
43834381_5_a,SenseAds,55
0157a166c-cb,GameAds,52
b02f978b202_,GameAds,16
b3886d883807,BrainPlus,74
50-8999df50f,GameAds,83
bfab93471d-6,SenseAds,59
06f07b15f_db,SenseAds,46
c387907da5a2,JetAds,79
c65db60a5d44,BrainPlus,63
c2_94a6f2984,BrainPlus,61
4cd676a43bd7,SenseAds,44
32-83cd1b738,SenseAds,58
6_1647716_df,GameAds,30
b00df40d_2d2,GameAds,69
3_2d0c2-b4db,JetAds,64
66b-aa78136c,GameAds,54
f2650261734f,GameAds,76
dc7386789bc4,SenseAds,36
a_17172c---5,GameAds,46
f5867d-526db,SenseAds,49
616c34915819,GameAds,43
5ac218565d92,SenseAds,53
bf_81d5a-125,GameAds,24
f0_997f2608d,BrainPlus,43
3db61f023ff2,GameAds,52
8b5-8_f_2b__,BrainPlus,70
6-c-6-cfc28f,GameAds,55
0f3974_9_42d,BrainPlus,33
725a366c598f,SenseAds,63
-cab42d870cb,GameAds,52
b2a5b58fd196,JetAds,40
b1f7cccdc31_,JetAds,33
5b402362cd1a,BrainPlus,55
243b567_429d,BrainPlus,40
48-41cd3_b_-,SenseAds,57
ab___-70-a_b,GameAds,23
7955da29f2bf,SenseAds,43
79_a8225bf65,GameAds,61
338-8a30511f,GameAds,60
f_-d73dc6d66,BrainPlus,29
4f0c-5bb54bc,JetAds,57
d1067-f_a-97,SenseAds,45
d8d3_a7150_a,BrainPlus,57
8d113393f5_f,JetAds,57
b74f2fb_ba-c,SenseAds,48
59ff74076bbd,SenseAds,77
311-19-_ac6d,BrainPlus,64
95540dc6d014,BrainPlus,56
15d3896_-a2c,GameAds,44
17a45d-da5cc,SenseAds,39
-10ba-b978-8,SenseAds,54
863fbf199634,BrainPlus,51
6405739b_430,BrainPlus,56
0b31dc55b4__,SenseAds,53
35_484421-_4,SenseAds,38
_3afb1-3d18f,GameAds,41
3f94090-0df0,JetAds,7
2b96c03fd4d5,BrainPlus,62
8d__71fb4_2a,SenseAds,58
aa68f--adf-f,GameAds,48
df96909147-c,BrainPlus,60
3894af-2_ab1,JetAds,44
0-2daa4f62b4,JetAds,54
_-049c8b22d5,GameAds,49
b25793bdaf06,SenseAds,67
120_0906414f,BrainPlus,37
ad474da4763d,GameAds,42
dfafac3a-_90,GameAds,40
f-f5-4_-7f84,GameAds,39
813-a6c4-83-,SenseAds,27
_41cbc16262_,JetAds,24
49f229910ba_,SenseAds,44
00fc__3f0d29,SenseAds,30
264445-82_60,GameAds,39
49d116b_6b14,SenseAds,74
6-fca34f747c,JetAds,72
63a5b-0830b9,JetAds,54
5b402362cd1a,BrainPlus,50
c2b8_13375c6,JetAds,45
c8504190f5d4,GameAds,44
72c_b6115349,BrainPlus,39
3_30b4cf6d49,BrainPlus,40
991cc4294ab-,BrainPlus,49
_6cf08-79b3b,JetAds,50
b02f978b202_,GameAds,74
50-8999df50f,SenseAds,82
27ad7da7606-,GameAds,57
79_a8225bf65,JetAds,45
0578ac5_c2ca,SenseAds,40
4f0c-5bb54bc,SenseAds,54
908083f95407,GameAds,77
7700d11903f_,JetAds,35
c2_94a6f2984,BrainPlus,61
1dbcf7_c60b7,BrainPlus,33
f8f11df0c5cc,GameAds,34
95540dc6d014,SenseAds,60
d810c9a_-fba,BrainPlus,73
75f02a72380a,BrainPlus,40
852fc8958f3a,GameAds,51
1309_53f9579,SenseAds,64
c60360dd52_c,SenseAds,62
2fc0a9f8ad_0,BrainPlus,76
6cb_492c83b8,SenseAds,58
233965c36f79,JetAds,52
b1007f33a6cc,JetAds,46
0-2daa4f62b4,JetAds,70
a8756ad312-0,SenseAds,50
0f490c_f9303,GameAds,25
a1f96c-5ac-8,JetAds,17
28_a_c33-d94,GameAds,51
-36a16-c5b3-,JetAds,52
-4d00a33b45d,GameAds,58
d-5_9fd6fb26,SenseAds,44
a0_ccd08b-06,GameAds,63
5795cb0861d_,GameAds,53
18_1f99d87-1,SenseAds,33
da-_b2-7-3-0,JetAds,25
22-68_c2d761,JetAds,17
764_-0091_6d,JetAds,42
05-59f5932d9,JetAds,54
bc82_f39168c,JetAds,56
1c064728b701,BrainPlus,26
-346491970_9,JetAds,31
5d5_d4f662c6,GameAds,32
85a9b5_9705d,SenseAds,48
c7--a2-a5c_-,BrainPlus,36
32d368d4_7b_,BrainPlus,54
-7b-31882acc,BrainPlus,42
015b8b62d-78,BrainPlus,64
27ad7da7606-,SenseAds,32
c38-b1abc90-,GameAds,50
41b--7408952,JetAds,44
908083f95407,GameAds,52
15bbd638_10a,BrainPlus,59
d8d3_a7150_a,JetAds,37
a69b5dc_-040,GameAds,28
6a206af-a-f-,JetAds,61
c387907da5a2,BrainPlus,71
311-19-_ac6d,JetAds,37
6_1647716_df,JetAds,52
a-89fa68_f9a,JetAds,15
3_2d0c2-b4db,SenseAds,56
d810c9a_-fba,JetAds,36
dc7386789bc4,SenseAds,46
6405739b_430,GameAds,19
6b28bcf679f2,JetAds,39
